嘉兴,海宁市,55214,60617,WCDMA,室外,分布式站,正常运行,JXW6061,海宁许村杨渡村CRH,海宁许村杨渡村,S1,120.40051,30.44799,2014历史分期-全国,2014-7-21
嘉兴,南湖,55200,31216,WCDMA,室内,分布式站,正常运行,JXSF000643,嘉兴农业银行,嘉兴农业银行,,120.74132,30.76138,2014历史分期-全国,2014-8-22
嘉兴,海宁,55208,33851,WCDMA,室内,分布式站,正常运行,JXSF001590,海宁建材家居城一期,海宁建材家居城一期,,120.702,30.4988,2014WCDMA室内站-全国,2014-8-13
嘉兴,海宁,55208,33852,WCDMA,室内,分布式站,正常运行,JXSF001590,海宁建材家居城一期,海宁建材家居城一期,,120.702,30.4988,2014WCDMA室内站-全国,2014-8-13
嘉兴,南湖,55202,39231,WCDMA,室内,分布式站,正常运行,JXSF001728,嘉兴现代物流园,嘉兴现代物流园,,120.723,30.685,2014WCDMA室内站-全国,2014-8-12
嘉兴,南湖区,55200,42945,WCDMA,室外,分布式站,正常运行,JXW4294,嘉兴移动梁林帆影庄,嘉兴移动梁林帆影庄,S111,120.700476,30.75509,2014历史分期-全国,2014-8-13
嘉兴,南湖区,55202,41221,WCDMA,室外,标准宏站,正常运行,JXW4204,嘉兴长新小区,浙江省嘉兴长新小区,S111,120.735634,30.734299,2014历史分期-全国,2014-8-13
嘉兴,海盐县,55210,55321,WCDMA,室外,标准宏站,正常运行,JXW5532,海盐新海,浙江省嘉兴市海盐县西塘桥镇新海村,S111,121.02139,30.60325,2014历史分期-全国,2009-12-1
嘉兴,海宁市,55208,54792,WCDMA,室外,分布式站,正常运行,JXW5479,海宁戴家场,浙江省嘉兴市海宁市戴家场基站海宁盐官丰士东西大道南侧100米,S111,120.58733,30.45215,2014历史分期-全国,2011-12-1
嘉兴,海宁市,55208,33093,WCDMA,室内,分布式站,正常运行,JXWSF3309,海宁交通局WSF2,海宁交通局,S111,120.68018,30.512618,2014历史分期-全国,2009-7-1
嘉兴,海宁市,16912,13017,GSM,室外,标准宏站,正常运行,JXB5146,JXB5146海宁许村被面市场二,浙江省嘉兴市海宁许村家纺市场市场路60号四楼,S223,120.35449,30.45996,2014历史分期-全国,2009-2-1
嘉兴,南湖区,55202,52162,WCDMA,室外,标准宏站,正常运行,JXW5216,嘉兴双溪花园东南,浙江省嘉兴双溪花园东南,S112,120.793291,30.758031,2014历史分期-全国,2009-11-1
嘉兴,嘉善县,16906,20512,GSM,室外,标准宏站,正常运行,JXB2053,JXB2053嘉善惠民横径,浙江省嘉兴市嘉善惠民横径基站嘉善惠民横径村,S322,120.9554,30.8377,2014历史分期-全国,2009-2-1
嘉兴,桐乡市,55206,58314,WCDMA,室外,标准宏站,正常运行,JXW5831,桐乡濮院广电,浙江省嘉兴市桐乡濮院基站桐乡市濮院广电大楼内,S112,120.627498,30.676669,2014历史分期-全国,2014-9-16
嘉兴,海宁市,55212,54516,WCDMA,室外,标准宏站,正常运行,JXW5451,海宁袁花二,浙江省嘉兴市海宁袁花二基站海宁袁花镇东村胜利组,S111,120.778388,30.411277,2014历史分期-全国,2014-9-20
嘉兴,南湖区,55200,50668,WCDMA,室外,标准宏站,正常运行,JXW5066,嘉兴新喜洋大酒店,浙江省嘉兴市建国南路新喜洋大酒店楼顶,S121,120.747528,30.771766,2014历史分期-全国,2014-9-14
嘉兴,桐乡市,55206,58346,WCDMA,室外,标准宏站,正常运行,JXW5834,桐乡濮院四,浙江省嘉兴市桐乡濮院四基站桐乡濮院镇王母桥南100米,S211,120.618638,30.675916,2014历史分期-全国,2014-9-16
